Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
"WHR","Whirlpool Corporation","162.77","$11.7B","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/whr",
"WTM","White Mountains Insurance Group, Ltd.","886.55","$3.84B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/wtm",
"WHF","WhiteHorse Finance, Inc.","13.43","$275.56M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whf",
"WHFBL","WhiteHorse Finance, Inc.","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whfbl",
"WSR","Whitestone REIT","14.22","$547.8M","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wsr",
"WLL","Whiting Petroleum Corporation","6.61","$2.4B","2003","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wll",
"WOW","WideOpenWest, Inc.","12.16","$1.08B","2017","Consumer Services","Television Services","http://www.nasdaq.com/symbol/wow",
"WYY","WidePoint Corporation","0.5727","$47.5M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy",
"WRD","WildHorse Resource Development Corporation","13.73","$1.39B","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wrd",
"WHLM","Wilhelmina International, Inc.","6.45","$34.71M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/whlm",
"WVVI","Willamette Valley Vineyards, Inc.","8.26","$41.14M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvi",
"WVVIP","Willamette Valley Vineyards, Inc.","5.8","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvip",
"WG","Willbros Group, Inc.","2.78","$175.98M","1996","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/wg",
"WLDN","Willdan Group, Inc.","25.54","$221.27M","2006","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/wldn",
"WMB","Williams Companies, Inc. (The)","28.38","$23.46B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wmb",
"WPZ","Williams Partners LP","36.52","$35.54B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wpz",
"WSM","Williams-Sonoma, Inc.","48.3","$4.11B","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/wsm",
"WLFC","Willis Lease Finance Corporation","24.91","$160.27M","1996","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/wlfc",
"WLTW","Willis Towers Watson Public Limited Company","160.99","$21.62B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/wltw",
"WIN","Windstream Holdings, Inc.","1.92","$366.39M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/win",
"WING","Wingstop Inc.","37.29","$1.08B","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wing",
"WINA","Winmark Corporation","125.75","$480.56M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/wina",
"WGO","Winnebago Industries, Inc.","48","$1.52B","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/wgo",
"WINS","Wins Finance Holdings Inc.","205.01","$4.07B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wins",
"WTFC","Wintrust Financial Corporation","77.95","$4.35B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfc",
"WTFCM","Wintrust Financial Corporation","28.04","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcm",
"WTFCW","Wintrust Financial Corporation","58.34","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcw",
"WIT","Wipro Limited","5.09","$24.77B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wit",
"WTT","Wireless Telecom Group,  Inc.","1.77","$39.62M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt",
"AGZD","WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F","48.29","$24.15M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agzd",
"AGND","WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund","43.43","$17.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agnd",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","84.55","$59.19M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxse",
"EMCG","WisdomTree Emerging Markets Consumer Growth Fund","25.45","$36.9M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcg",
"EMCB","WisdomTree Emerging Markets Corporate Bond Fund","73","$51.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcb",
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","26.14","$65.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgre",
"DXGE","WisdomTree Germany Hedged Equity Fund","32.89","$113.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxge",
"HYZD","WisdomTree Interest Rate Hedged High Yield Bond Fund","24.13","$62.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyzd",
"WETF","WisdomTree Investments, Inc.","12.02","$1.65B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wetf",
"DXJS","WisdomTree Japan Hedged SmallCap Equity Fund","45.28","$190.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxjs",
"GULF","WisdomTree Middle East Dividend Fund","16.7497","$15.07M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gulf",
"HYND","WisdomTree Negative Duration High Yield Bond Fund","20.5962","$14.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hynd",
"DGRW","WisdomTree U.S. Quality Dividend Growth Fund","39.65","$1.77B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgrw",
"DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth Fund","33.97","$100.21M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgrs",
"DXPS","WisdomTree United Kingdom Hedged Equity Fund","24.3331","$14.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxps",
"WIX","Wix.com Ltd.","60.025","$2.69B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wix",
"WMIH","WMIH Corp.","0.71","$146.77M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wmih",
"WNS","WNS (Holdings) Limited","39.63","$2B","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wns",
"WWW","Wolverine World Wide, Inc.","28.02","$2.71B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/www",
"WWD","Woodward, Inc.","77.27","$4.74B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wwd",
"WF","Woori Bank","41.69","$9.36B","2014","Finance","Commercial Banks","http://www.nasdaq.com/symbol/wf",
"WDAY","Workday, Inc.","110.88","$23.06B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wday",
"WKHS","Workhorse Group, Inc.","2.76","$103.16M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/wkhs",
"WK","Workiva Inc.","22.85","$955.73M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/wk",
"WRLD","World Acceptance Corporation","76.79","$677.19M","1991","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wrld",
"INT","World Fuel Services Corporation","27.18","$1.84B","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/int",
"WWE","World Wrestling Entertainment, Inc.","27.26","$2.1B","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/wwe",
"WOR","Worthington Industries, Inc.","43.52","$2.74B","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/wor",
"WPCS","WPCS International Incorporated","1.47","$5.21M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/wpcs",
"WPPGY","WPP plc","85.35","$21.6B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/wppgy",
"WPX","WPX Energy, Inc.","12.62","$5.02B","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wpx",
"WPXP","WPX Energy, Inc.","56.63","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wpxp",
"WMGI","Wright Medical Group N.V.","24.04","$2.52B","2011","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgi",
"WMGIZ","Wright Medical Group N.V.","1.57","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgiz",
"WSFS","WSFS Financial Corporation","47.25","$1.48B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsfs",
"WSCI","WSI Industries Inc.","3.14","$9.29M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wsci",
"WVFC","WVS Financial Corp.","16","$32.13M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/wvfc",
"WYN","Wyndham Worldwide Corp","109.09","$11.02B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/wyn",
"WYNN","Wynn Resorts, Limited","152.79","$15.67B","2002","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/wynn",
"XFLT","XAI Octagon Floating Rate & Alternative Income Term Trust","10.2","$74.05M","2017","n/a","n/a","http://www.nasdaq.com/symbol/xflt",
"XBIT","XBiotech Inc.","4","$141.68M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xbit",
"XELB","Xcel Brands, Inc","2.75","$50.8M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/xelb",
"XEL","Xcel Energy Inc.","50.25","$25.52B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/xel",
"XCRA","Xcerra Corporation","9.81","$536.72M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/xcra",
"XNCR","Xencor, Inc.","20.52","$962.93M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xncr",
"XBIO","Xenetic Biosciences, Inc.","2.1196","$18.48M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xbio",
"XHR","Xenia Hotels & Resorts, Inc.","21.84","$2.33B","2015","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/xhr",
"XBKS","Xenith Bankshares, Inc.","31.61","$733.84M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/xbks",
"XENE","Xenon Pharmaceuticals Inc.","2.6","$46.8M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xene",
"XRM","Xerium Technologies, Inc.","4.02","$65.8M","2005","Basic Industries","Textiles","http://www.nasdaq.com/symbol/xrm",
"XRX","Xerox Corporation","29.37","$7.48B","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/xrx",
"XGTI","XG Technology, Inc","1.5521","$21.41M","2013","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/xgti",
"XGTIW","XG Technology, Inc","4.07","n/a","2013","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/xgtiw",
"XLNX","Xilinx, Inc.","73.62","$18.48B","1990","Technology","Semiconductors","http://www.nasdaq.com/symbol/xlnx",
"XIN","Xinyuan Real Estate Co Ltd","5.68","$369.1M","2007","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/xin",
"XL","XL Group Ltd.","39.53","$10.12B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/xl",
"GLDI","X-Links Gold Shares Covered Call ETN","9","$121.73M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gldi",
"SLVO","X-Links Silver Shares Covered Call ETN","8.08","$6.87M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/slvo",
"XOXO","XO Group, Inc.","18.81","$483.42M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/xoxo",
"XOMA","XOMA Corporation","28.8","$218.82M","1986","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xoma",
"XPER","Xperi Corporation","20.8","$1.03B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/xper",
"XPLR","Xplore Technologies Corp","3.25","$35.77M","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/xplr",
"XPO","XPO Logistics, Inc.","73.55","$8.67B","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/xpo",
"XTNT","Xtant Medical Holdings, Inc.","0.6869","$12.43M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xtnt",
"XTLB","XTL Biopharmaceuticals Ltd.","2.4","$12.34M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xtlb",
"XNET","Xunlei Limited","9.23","$613.01M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/xnet",
"XYL","Xylem Inc.","66.55","$11.95B","2011","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/xyl",
"AUY","Yamana Gold Inc.","2.68","$2.54B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/auy",
"YNDX","Yandex N.V.","32.72","$10.66B","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/yndx",
"YERR","Yangtze River Development Limited","15.85","$2.73B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/yerr",
"YTRA","Yatra Online, Inc.","7.95","$268.94M","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/ytra",
"YELP","Yelp Inc.","45.11","$3.69B","2012","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/yelp",
"YEXT","Yext, Inc.","12.36","$1.12B","2017","Technology","EDP Services","http://www.nasdaq.com/symbol/yext",
"YTEN","Yield10 Bioscience, Inc.","2.89","$10M","n/a","Basic Industries","Containers/Packaging","http://www.nasdaq.com/symbol/yten",
"YGE","Yingli Green Energy Holding Company Limited","2.1786","$39.6M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/yge",
"YIN","Yintech Investment Holdings Limited","12.88","$903.2M","2016","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/yin",
"YRD","Yirendai Ltd.","41.27","$2.47B","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/yrd",
"YOGA","YogaWorks, Inc.","2.81","$46.09M","2017","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/yoga",
"YGYI","Youngevity International, Inc.","4.7","$92.49M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/ygyi",
"YPF","YPF Sociedad Anonima","24.81","$9.76B","1993","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/ypf",
"YRCW","YRC Worldwide, Inc.","13.08","$438.6M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/yrcw",
"YECO","Yulong Eco-Materials Limited","0.62","$1.49M","2017","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/yeco",
"YUMC","Yum China Holdings, Inc.","41.05","$15.77B","2016","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/yumc",
"YUM","Yum! Brands, Inc.","81.13","$27.97B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/yum",
"YUMA","Yuma Energy, Inc.","1.08","$23.93M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/yuma",
"YUME","YuMe, Inc.","3.85","$133.58M","2013","Technology","Advertising","http://www.nasdaq.com/symbol/yume",
"YY","YY Inc.","89.4","$5.01B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/yy",
"ZFGN","Zafgen, Inc.","3.72","$102.24M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zfgn",
"ZAGG","ZAGG Inc","19.2","$536.92M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/zagg",
"ZLAB","Zai Lab Limited","27.2","$1.34B","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zlab",
"ZAIS","ZAIS Group Holdings, Inc.","3.72","$54.61M","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/zais",
"ZAYO","Zayo Group Holdings, Inc.","34.38","$8.47B","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/zayo",
"ZEAL","Zealand Pharma A/S","14.73","$451.98M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zeal",
"ZBRA","Zebra Technologies Corporation","106.61","$5.66B","1991","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/zbra",
"ZDGE","Zedge, Inc.","2.35","$23.42M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/zdge",
"ZEN","Zendesk, Inc.","35.65","$3.58B","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/zen",
"Z","Zillow Group, Inc.","41.04","$7.68B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/z",
"ZG","Zillow Group, Inc.","41.15","$7.7B","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/zg",
"ZBH","Zimmer Biomet Holdings, Inc.","109.17","$22.1B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/zbh",
"ZN","Zion Oil & Gas Inc","2.11","$109.54M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/zn",
"ZNWAA","Zion Oil & Gas Inc","n/a","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/znwaa",
"ZB^A","Zions Bancorporation","25.098","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zb^a",
"ZB^G","Zions Bancorporation","27.6004","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zb^g",
"ZB^H","Zions Bancorporation","25.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zb^h",
"ZBK","Zions Bancorporation","29.8705","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/zbk",
"ZION","Zions Bancorporation","44.54","$8.9B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/zion",
"ZIONW","Zions Bancorporation","12.89","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/zionw",
"ZIONZ","Zions Bancorporation","10.06","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/zionz",
"ZIOP","ZIOPHARM Oncology Inc","4.72","$670.06M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ziop",
"ZIXI","Zix Corporation","4.68","$258.44M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/zixi",
"ZKIN","ZK International Group Co., Ltd","7.26","$98.01M","2017","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/zkin",
"ZOES","Zoe&#39;s Kitchen, Inc.","11.71","$228.75M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/zoes",
"ZTS","Zoetis Inc.","69.51","$34B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zts",
